YEAR,FAC_NO,FAC_NAME,BEG_DATE,END_DATE,COUNTY_NAME,TYPE_CNTRL,PATIENT_DAYS,PRDHR_MGT,PRDHR_RN,PRDHR_LVN,PRDHR_NA,PRDHR_TSP,PRDHR_PSY,PRDHR_OTH
2015,206010879,MASONIC HOME,11/01/2014 12:00:00 AM,10/31/2015 12:00:00 AM,Alameda,Not-for-Profit,19659,15155,8627,24277,78819,0,0,0
2014,206010879,MASONIC HOME,11/01/2013 12:00:00 AM,10/31/2014 12:00:00 AM,Alameda,Not-for-Profit,19353,11373,6474,16258,65829,0,0,0
2013,206010879,MASONIC HOME,11/01/2012 12:00:00 AM,10/31/2013 12:00:00 AM,Alameda,Not-for-Profit,23188,9061,1137,11936,81287,0,0,0
2015,206010881,PROVIDENCE MCCLURE,03/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Alameda,Investor Owned,16437,590,3631,12524,39603,0,0,306
2014,206010881,PROVIDENCE MCCLURE,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Alameda,Investor Owned,20062,2211,6689,12569,47029,0,0,1794
2013,206010881,PROVIDENCE MCCLURE,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Alameda,Investor Owned,19139,2325,8618,9281,44127,0,0,1627
2012,206010881,PROVIDENCE MCCLURE,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Alameda,Investor Owned,19000,2374,10549,7766,44890,0,0,1666
2011,206010881,PROVIDENCE MCCLURE,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Alameda,Investor Owned,18543,2088,9502,8301,44466,0,0,1230
2015,206010889,FRUITVALE HEALTHCARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Alameda,Investor Owned,48716,1854,24282,26962,109985,0,0,624
2014,206010889,FRUITVALE HEALTHCARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Alameda,Investor Owned,48564,1760,30970,24494,109677,0,0,144
2013,206010889,FRUITVALE HEALTHCARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Alameda,Investor Owned,48645,1920,28894,21801,109541,0,0,5354
2012,206010889,FRUITVALE HEALTHCARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Alameda,Investor Owned,49547,1792,30539,19678,111799,0,0,5262
2011,206010889,FRUITVALE HEALTHCARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Alameda,Investor Owned,49376,1792,32307,21138,109826,0,0,6089
2015,206010900,GARFIELD NEUROBEHAVIORAL CENTER,07/01/2014 12:00:00 AM,06/30/2015 12:00:00 AM,Alameda,Investor Owned,20471,3312,6155,17947,72258,0,0,3820
2014,206010900,GARFIELD NEUROBEHAVIORAL CENTER,07/01/2013 12:00:00 AM,06/30/2014 12:00:00 AM,Alameda,Investor Owned,20401,3784,6010,16540,66507,0,0,3456
2013,206010900,GARFIELD NEUROBEHAVIORAL CENTER,07/01/2012 12:00:00 AM,06/30/2013 12:00:00 AM,Alameda,Investor Owned,20113,3500,3163,17235,68204,0,0,3170
2012,206010900,GARFIELD NEUROBEHAVIORAL CENTER,07/01/2011 12:00:00 AM,06/30/2012 12:00:00 AM,Alameda,Investor Owned,20442,4364,2256,16906,65761,0,0,2845
2011,206010900,GARFIELD NEUROBEHAVIORAL CENTER,07/01/2010 12:00:00 AM,06/30/2011 12:00:00 AM,Alameda,Investor Owned,20039,2960,879,19152,56513,0,0,2777
2015,206010904,BROOKDALE HEALTHCARE & WELLNESS CENTRE,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Alameda,Investor Owned,29323,1877,10670,23643,70265,0,0,4114
2014,206010904,BROOKDALE HEALTHCARE & WELLNESS CENTRE,01/01/2014 12:00:00 AM,07/31/2014 12:00:00 AM,Alameda,Investor Owned,17097,623,5976,10383,41169,0,0,2517
2013,206010904,BROOKDALE HEALTHCARE & WELLNESS CENTRE,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Alameda,Investor Owned,28999,2031,14491,16120,71909,0,0,0
2012,206010904,BROOKDALE HEALTHCARE & WELLNESS CENTRE,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Alameda,Investor Owned,29624,1993,12557,17728,79073,0,0,0
2011,206010904,BROOKDALE HEALTHCARE & WELLNESS CENTRE,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Alameda,Investor Owned,30939,1910,10352,21401,80174,0,0,0
2015,206010906,EXCELL HEALTH CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Alameda,Investor Owned,35013,1983,18692,16272,81392,0,0,3416
2014,206010906,EXCELL HEALTH CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Alameda,Investor Owned,35074,1848,15644,19820,82276,0,0,3784
2013,206010906,EXCELL HEALTH CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Alameda,Investor Owned,34404,2016,14454,20413,80363,0,0,3798
2012,206010906,EXCELL HEALTH CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Alameda,Investor Owned,33960,1984,14646,20621,79376,0,0,3339
2011,206010906,EXCELL HEALTH CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Alameda,Investor Owned,34470,1984,14538,21838,81250,0,0,3144
2015,206010912,PARK CENTRAL CARE & REHABILITATION CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Alameda,Investor Owned,32913,1970,17871,20483,72299,0,0,0
2014,206010912,PARK CENTRAL CARE & REHABILITATION CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Alameda,Investor Owned,34304,2017,16994,22393,75421,0,0,0
2013,206010912,PARK CENTRAL CARE & REHABILITATION CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Alameda,Investor Owned,34592,1931,17961,21322,76376,0,0,0
2012,206010912,PARK CENTRAL CARE & REHABILITATION CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Alameda,Investor Owned,34131,1813,16744,19384,76404,0,0,0
2011,206010912,PARK CENTRAL CARE & REHABILITATION CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Alameda,Investor Owned,34197,2016,16798,19648,77286,0,0,0
2014,206010914,KAISER PERMANENTE POST ACUTE CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Alameda,Not-for-Profit,41720,0,0,0,0,0,0,0
2015,206010915,WINDSOR PARK CARE CENTER OF FREMONT,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Alameda,Investor Owned,27695,3752,14113,18222,59324,0,0,6674
2014,206010915,WINDSOR PARK CARE CENTER OF FREMONT,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Alameda,Investor Owned,29116,3690,16914,17184,61340,0,0,1602
2013,206010915,WINDSOR PARK CARE CENTER OF FREMONT,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Alameda,Investor Owned,28517,4091,19785,18331,59494,0,0,0
2012,206010915,WINDSOR PARK CARE CENTER OF FREMONT,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Alameda,Investor Owned,28662,3590,17256,17477,64836,0,0,0
2011,206010915,WINDSOR PARK CARE CENTER OF FREMONT,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Alameda,Investor Owned,27494,3896,14670,19436,64247,0,0,0
2015,206010917,PARKVIEW HEALTH CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Alameda,Investor Owned,41642,2033,15151,33842,91032,0,0,885
2014,206010917,PARKVIEW HEALTH CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Alameda,Investor Owned,42147,1985,19918,30239,92505,0,0,1673
2013,206010917,PARKVIEW HEALTH CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Alameda,Investor Owned,40182,1829,18082,28706,91892,0,0,2256
2012,206010917,PARKVIEW HEALTH CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Alameda,Investor Owned,41160,1858,16633,29707,90859,0,0,1438
2011,206010917,PARKVIEW HEALTH CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Alameda,Investor Owned,41523,1962,13884,32543,90031,0,0,1852
2015,206010920,PIEDMONT GARDENS HEALTH FACILITY,10/01/2014 12:00:00 AM,09/30/2015 12:00:00 AM,Alameda,Not-for-Profit,27944,2761,28014,6967,75846,0,0,0
2014,206010920,PIEDMONT GARDENS HEALTH FACILITY,10/01/2013 12:00:00 AM,09/30/2014 12:00:00 AM,Alameda,Not-for-Profit,26292,2350,20027,7208,62500,0,0,441
2013,206010920,PIEDMONT GARDENS HEALTH FACILITY,10/01/2012 12:00:00 AM,09/30/2013 12:00:00 AM,Alameda,Not-for-Profit,22693,771,15274,6766,55581,0,0,0
2012,206010920,PIEDMONT GARDENS HEALTH FACILITY,10/01/2011 12:00:00 AM,09/30/2012 12:00:00 AM,Alameda,Not-for-Profit,25746,1262,10476,7374,52966,0,0,0
2011,206010920,PIEDMONT GARDENS HEALTH FACILITY,10/01/2010 12:00:00 AM,09/30/2011 12:00:00 AM,Alameda,Not-for-Profit,24521,0,9078,7273,54246,0,0,0
2015,206010926,PLEASANTON NURSING & REHABILITATION CTR,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Alameda,Investor Owned,49031,12141,37933,29053,121362,0,0,594
2014,206010926,PLEASANTON NURSING & REHABILITATION CTR,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Alameda,Investor Owned,47698,13193,35872,26174,114736,0,0,688
2013,206010926,PLEASANTON NURSING & REHABILITATION CTR,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Alameda,Investor Owned,48628,12930,37269,26762,115108,0,0,924
2012,206010926,PLEASANTON NURSING & REHABILITATION CTR,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Alameda,Investor Owned,48616,12352,39144,25225,114278,0,0,530
2011,206010926,PLEASANTON NURSING & REHABILITATION CTR,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Alameda,Investor Owned,48372,12759,36234,26464,116075,0,0,375
2015,206010934,REDWOOD CONVALESCENT HOSPITAL,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Alameda,Investor Owned,22557,2080,5348,16511,52843,0,0,0
2014,206010934,REDWOOD CONVALESCENT HOSPITAL,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Alameda,Investor Owned,24148,2080,7259,14282,59513,0,0,0
2013,206010934,REDWOOD CONVALESCENT HOSPITAL,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Alameda,Investor Owned,24055,2080,7161,13724,88211,0,0,0
2012,206010934,REDWOOD CONVALESCENT HOSPITAL,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Alameda,Investor Owned,23230,2080,7450,13542,55735,0,0,0
2011,206010934,REDWOOD CONVALESCENT HOSPITAL,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Alameda,Investor Owned,23101,2080,6262,14821,55408,0,0,0
2015,206010944,SAN LEANDRO HEALTHCARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Alameda,Investor Owned,19798,1921,9901,12723,52104,0,0,1808
2014,206010944,SAN LEANDRO HEALTHCARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Alameda,Investor Owned,19092,2024,11446,11657,50369,0,0,2148
2013,206010944,SAN LEANDRO HEALTHCARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Alameda,Investor Owned,19166,1819,9839,13531,49097,0,0,1963
2012,206010944,SAN LEANDRO HEALTHCARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Alameda,Investor Owned,19128,1880,11131,11215,48313,0,0,2037
2011,206010944,SAN LEANDRO HEALTHCARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Alameda,Investor Owned,18876,1912,14092,11241,50466,0,0,0
2015,206010952,BAY VIEW REHABILITATION HOSPITAL,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Alameda,Investor Owned,57500,1324,17423,68081,153653,0,0,5561
2014,206010952,BAY VIEW REHABILITATION HOSPITAL,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Alameda,Investor Owned,55838,1941,23468,49956,132110,0,0,4020
2013,206010952,BAY VIEW REHABILITATION HOSPITAL,03/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Alameda,Investor Owned,47127,1630,26240,45118,117463,0,0,0
2012,206010952,BAY VIEW REHABILITATION HOSPITAL,07/01/2011 12:00:00 AM,06/30/2012 12:00:00 AM,Alameda,Investor Owned,54815,1734,28913,38218,125267,0,0,7861
2011,206010952,BAY VIEW REHABILITATION HOSPITAL,07/01/2010 12:00:00 AM,06/30/2011 12:00:00 AM,Alameda,Investor Owned,54379,2533,32590,31025,126744,0,0,7221
2015,206010953,ALAMEDA HEALTHCARE & WELLNESS CENTER,09/01/2014 12:00:00 AM,08/31/2015 12:00:00 AM,Alameda,Investor Owned,55033,3682,31230,56034,130451,5452,0,10035
2014,206010953,ALAMEDA HEALTHCARE & WELLNESS CENTER,09/01/2013 12:00:00 AM,08/31/2014 12:00:00 AM,Alameda,Investor Owned,58395,3653,43356,47188,131713,5248,0,10769
2013,206010953,ALAMEDA HEALTHCARE & WELLNESS CENTER,09/01/2012 12:00:00 AM,08/31/2013 12:00:00 AM,Alameda,Investor Owned,57003,2385,48162,40780,133059,3595,0,8089
2012,206010953,ALAMEDA HEALTHCARE & WELLNESS CENTER,09/01/2011 12:00:00 AM,08/31/2012 12:00:00 AM,Alameda,Investor Owned,56419,2341,50463,32974,133881,0,0,8857
2011,206010953,ALAMEDA HEALTHCARE & WELLNESS CENTER,09/01/2010 12:00:00 AM,08/31/2011 12:00:00 AM,Alameda,Investor Owned,56714,3908,60589,24313,140760,0,0,5832
2015,206010959,ST. CHRISTOPHER CONVALESCENT HOSPITAL,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Alameda,Investor Owned,12684,1918,641,9768,32890,0,0,0
2014,206010959,ST. CHRISTOPHER CONVALESCENT HOSPITAL,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Alameda,Investor Owned,12551,2080,845,9485,31094,0,0,0
2013,206010959,ST. CHRISTOPHER CONVALESCENT HOSPITAL,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Alameda,Investor Owned,12597,2080,24,10170,31447,0,0,0
2012,206010959,ST. CHRISTOPHER CONVALESCENT HOSPITAL,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Alameda,Investor Owned,12684,2080,369,10061,31448,0,0,0
2011,206010959,ST. CHRISTOPHER CONVALESCENT HOSPITAL,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Alameda,Investor Owned,12732,2080,725,9785,31149,0,0,0
2015,206010961,ST. JOHN KRONSTADT CONVALESCENT CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Alameda,Not-for-Profit,16103,782,6455,9972,40844,0,0,1308
2014,206010961,ST. JOHN KRONSTADT CONVALESCENT CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Alameda,Not-for-Profit,16457,1954,5012,11160,41240,0,0,1195
2013,206010961,ST. JOHN KRONSTADT CONVALESCENT CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Alameda,Not-for-Profit,16405,1898,6343,9909,38157,0,0,1061
2012,206010961,ST. JOHN KRONSTADT CONVALESCENT CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Alameda,Not-for-Profit,15479,2088,5120,10614,37580,0,0,1061
2011,206010961,ST. JOHN KRONSTADT CONVALESCENT CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Alameda,Not-for-Profit,15940,2088,3041,12614,37969,0,0,1218
2015,206010966,ST. PAUL'S TOWERS,04/01/2014 12:00:00 AM,03/31/2015 12:00:00 AM,Alameda,Not-for-Profit,12673,2064,4752,13458,35999,0,0,0
2014,206010966,ST. PAUL'S TOWERS,04/01/2013 12:00:00 AM,03/31/2014 12:00:00 AM,Alameda,Not-for-Profit,12914,4073,10005,20528,54231,0,0,0
2013,206010966,ST. PAUL'S TOWERS,04/01/2012 12:00:00 AM,03/31/2013 12:00:00 AM,Alameda,Not-for-Profit,11175,3921,8976,14078,34416,0,0,0
2012,206010966,ST. PAUL'S TOWERS,04/01/2011 12:00:00 AM,03/31/2012 12:00:00 AM,Alameda,Not-for-Profit,2686,8043,8318,10125,39073,0,0,0
2011,206010966,ST. PAUL'S TOWERS,04/01/2010 12:00:00 AM,03/31/2011 12:00:00 AM,Alameda,Not-for-Profit,3211,7688,7702,9785,31044,0,0,6683
2014,206010968,HAYWARD SPRINGS CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Alameda,Investor Owned,12943,2080,8710,7317,30893,0,0,539
2013,206010968,HAYWARD SPRINGS CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Alameda,Investor Owned,12496,2003,9880,4001,28210,0,0,661
2012,206010968,HAYWARD SPRINGS CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Alameda,Investor Owned,12028,2020,12364,1090,27140,0,0,0
2011,206010968,HAYWARD SPRINGS CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Alameda,Investor Owned,8129,1993,9873,3178,20655,0,0,0
2015,206010972,KINDRED NURSING & REHAB-MEDICAL HILL,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Alameda,Investor Owned,42850,893,12800,39208,102402,0,0,3892
2014,206010972,KINDRED NURSING & REHAB-MEDICAL HILL,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Alameda,Investor Owned,42504,2170,12290,37240,103778,0,0,3677
2013,206010972,KINDRED NURSING & REHAB-MEDICAL HILL,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Alameda,Investor Owned,42451,2004,13834,36967,103440,0,0,3322
2012,206010972,KINDRED NURSING & REHAB-MEDICAL HILL,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Alameda,Investor Owned,40855,1763,14637,36242,101615,0,0,3853
2011,206010972,KINDRED NURSING & REHAB-MEDICAL HILL,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Alameda,Investor Owned,40416,1982,18488,35089,101041,0,0,6029
2015,206010974,BAY POINT HEALTHCARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Alameda,Investor Owned,30700,2032,13983,18587,67858,0,0,0
2014,206010974,BAY POINT HEALTHCARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Alameda,Investor Owned,29871,2032,17904,15972,73934,0,0,0
2013,206010974,BAY POINT HEALTHCARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Alameda,Investor Owned,31726,3534,18255,14005,70393,0,0,0
2012,206010974,BAY POINT HEALTHCARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Alameda,Investor Owned,33826,2018,20822,14711,76463,0,0,0
2011,206010974,BAY POINT HEALTHCARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Alameda,Investor Owned,34162,2000,20306,15506,75988,0,0,0
2015,206010988,WASHINGTON CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Alameda,Investor Owned,33473,1978,12846,21150,77607,0,0,2649
2014,206010988,WASHINGTON CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Alameda,Investor Owned,33351,2143,14032,19884,76148,0,0,1763
2013,206010988,WASHINGTON CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Alameda,Investor Owned,32651,2146,19257,16822,76329,0,0,969
2012,206010988,WASHINGTON CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Alameda,Investor Owned,32512,2005,15171,17973,76487,0,0,0
2011,206010988,WASHINGTON CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Alameda,Investor Owned,31960,1972,13441,19299,77076,0,0,0
2012,206010989,"WATERS EDGE, THE",01/01/2012 12:00:00 AM,07/31/2012 12:00:00 AM,Alameda,Investor Owned,20031,1824,14443,9931,63162,0,0,1487
2011,206010989,"WATERS EDGE, THE",01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Alameda,Investor Owned,37225,2612,20711,18016,106988,0,0,2274
2015,206010990,THE REHABILITATION CENTER OF OAKLAND,09/01/2014 12:00:00 AM,08/31/2015 12:00:00 AM,Alameda,Investor Owned,22431,1849,10309,18216,46989,0,0,4034
2014,206010990,THE REHABILITATION CENTER OF OAKLAND,09/01/2013 12:00:00 AM,08/31/2014 12:00:00 AM,Alameda,Investor Owned,23473,2024,8440,20671,51465,0,0,3802
2013,206010990,THE REHABILITATION CENTER OF OAKLAND,09/01/2012 12:00:00 AM,08/31/2013 12:00:00 AM,Alameda,Investor Owned,19620,1927,10634,16093,41194,0,0,3760
2012,206010990,THE REHABILITATION CENTER OF OAKLAND,09/01/2011 12:00:00 AM,08/31/2012 12:00:00 AM,Alameda,Investor Owned,18390,1392,15163,12013,38607,0,0,4010
2011,206010990,THE REHABILITATION CENTER OF OAKLAND,09/01/2010 12:00:00 AM,08/31/2011 12:00:00 AM,Alameda,Investor Owned,19920,1568,17712,11331,43613,0,0,2548
2015,206010994,CRESTWOOD MANOR - FREMONT,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Alameda,Investor Owned,45223,2000,35245,27188,127421,10417,0,0
2014,206010994,CRESTWOOD MANOR - FREMONT,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Alameda,Investor Owned,45446,2032,34471,26082,121151,0,12761,0
2013,206010994,CRESTWOOD MANOR - FREMONT,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Alameda,Investor Owned,45541,2000,34696,24969,113972,0,11018,0
2012,206010994,CRESTWOOD MANOR - FREMONT,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Alameda,Investor Owned,45787,1978,30202,26051,122994,10341,0,0
2011,206010994,CRESTWOOD MANOR - FREMONT,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Alameda,Investor Owned,45670,2032,28680,25650,119223,0,10672,0
2015,206010995,WILLOW TREE NURSING CENTER,01/01/2015 12:00:00 AM,08/31/2015 12:00:00 AM,Alameda,Investor Owned,15652,410,7954,12585,34111,0,0,0
2014,206010995,WILLOW TREE NURSING CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Alameda,Investor Owned,25980,1986,15755,17476,57879,0,0,0
2013,206010995,WILLOW TREE NURSING CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Alameda,Investor Owned,24970,2398,14040,19148,55552,0,0,0
2012,206010995,WILLOW TREE NURSING CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Alameda,Investor Owned,24944,2390,14778,16627,54056,0,0,0
2011,206010995,WILLOW TREE NURSING CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Alameda,Investor Owned,26005,976,15088,15193,57109,0,0,6
2015,206011527,CHAPARRAL HOUSE,07/01/2014 12:00:00 AM,06/30/2015 12:00:00 AM,Alameda,Not-for-Profit,13852,3435,6539,10634,39840,0,0,0
2014,206011527,CHAPARRAL HOUSE,07/01/2013 12:00:00 AM,06/30/2014 12:00:00 AM,Alameda,Not-for-Profit,14275,4000,4810,10831,42643,0,0,0
2013,206011527,CHAPARRAL HOUSE,07/01/2012 12:00:00 AM,06/30/2013 12:00:00 AM,Alameda,Not-for-Profit,13067,2863,5379,9730,34417,0,0,0
2012,206011527,CHAPARRAL HOUSE,07/01/2011 12:00:00 AM,06/30/2012 12:00:00 AM,Alameda,Not-for-Profit,12622,2639,5203,9346,33628,0,0,0
2011,206011527,CHAPARRAL HOUSE,07/01/2010 12:00:00 AM,06/30/2011 12:00:00 AM,Alameda,Not-for-Profit,13413,2545,6597,8399,35022,0,0,0
2015,206013368,HILLSIDE SENIOR CARE,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Alameda,Investor Owned,24011,2107,10204,14021,70633,0,0,0
2014,206013368,HILLSIDE SENIOR CARE,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Alameda,Investor Owned,23701,2100,11303,6600,68160,0,0,0
2013,206013368,HILLSIDE SENIOR CARE,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Alameda,Investor Owned,24457,2110,10403,6217,69095,0,0,0
2012,206013368,HILLSIDE SENIOR CARE,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Alameda,Investor Owned,25888,1980,10174,5441,70035,0,0,0
2011,206013368,HILLSIDE SENIOR CARE,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Alameda,Investor Owned,25762,2056,7637,7992,69672,0,0,0
2015,206013489,ST. ANTHONY CARE CENTER,03/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Alameda,Investor Owned,8450,1113,1405,6779,20610,0,0,0
2014,206013489,ST. ANTHONY CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Alameda,Investor Owned,9999,2080,2483,7570,24577,0,0,0
2013,206013489,ST. ANTHONY CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Alameda,Investor Owned,10047,2080,3630,6557,24947,0,0,0
2012,206013489,ST. ANTHONY CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Alameda,Investor Owned,9938,1279,6627,3564,23639,0,0,0
2011,206013489,ST. ANTHONY CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Alameda,Investor Owned,9471,477,5386,4612,22989,0,0,0
2015,206013570,WINDSOR COUNTRY DRIVE CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Alameda,Investor Owned,41757,3211,21534,24355,98504,0,0,5067
2014,206013570,WINDSOR COUNTRY DRIVE CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Alameda,Investor Owned,42421,3861,25221,20575,98625,0,0,1597
2013,206013570,WINDSOR COUNTRY DRIVE CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Alameda,Investor Owned,40980,3487,27150,21472,95072,0,0,0
2012,206013570,WINDSOR COUNTRY DRIVE CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Alameda,Investor Owned,40954,3793,26004,23519,95362,0,0,0
2011,206013570,WINDSOR COUNTRY DRIVE CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Alameda,Investor Owned,40816,3349,26276,22340,101109,0,0,0
2015,206013640,PARK MERRITT CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Alameda,Investor Owned,6923,200,1136,7208,7307,3,0,0
2014,206013640,PARK MERRITT CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Alameda,Investor Owned,5243,0,100,8771,2008,0,0,0
2011,206013640,PARK MERRITT CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Alameda,Investor Owned,8704,0,0,7510,1138,0,0,0
